"127YVZ     CT      PAS            8633876530       04/13/2018   08:30A           NO PARKING-STREET CLEANING                             45.00         10.00            0.00              0.00               0.00             55.00        073        K        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5PYWxWNlRVRTlQUT09&locationName=_____________________)"
"HFS2880    NC      PAS            8864705338       11/23/2020   05:59A           NO PARKING-DAY/TIME LIMITS                             60.00         0.00             0.00              0.00               60.00            0.00         032        NY       TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVZM2RPVkUxNlQwRTlQUT09&locationName=_____________________)"
"JMC1529    NY      PAS            8818217495       10/13/2020   12:18P           DOUBLE PARKING                                         115.00        0.00             0.00              0.00               115.00           0.00         014        NY       TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOUVTWGhPZWxFMVRsRTlQUT09&locationName=_____________________)"
"25804MB    NY      COM            8818217471       10/13/2020   10:53A           NO STD(EXC TRKS/GMTDST NO-TRK)                         115.00        0.00             0.00              90.00              25.00            0.00         014        NY       TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOUVTWGhPZWxFelRWRTlQUT09&locationName=_____________________)"
"XEVX94     NJ      PAS            8844653989       09/17/2020   10:30A           FAIL TO DSPLY MUNI METER RECPT                         35.00         0.00             0.00              0.00               35.00            0.00         115        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVXVEZOZW1zMFQxRTlQUT09&locationName=_____________________)"
"KDA2827    NY      PAS            8841161693       10/21/2020   09:32A           FIRE HYDRANT                                           115.00        0.00             0.00              0.00               115.00           0.00         105        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVSVEpOVkZrMVRYYzlQUT09&locationName=_____________________)"
"HRH3726    NY      PAS            8633876681       04/13/2018   09:21A           NO PARKING-STREET CLEANING       08/02/2018            45.00         60.00            22.19             0.00               0.00             127.19       073        K        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5PYWxrMFRWRTlQUT09&locationName=_____________________)"
"HRH1080    NY      PAS            8827520764       09/21/2020   05:49P           NO PARKING-DAY/TIME LIMITS                             60.00         0.00             0.00              0.00               60.00            0.00         046        BX       TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNTZWWGxOUkdNeVRrRTlQUT09&locationName=_____________________)"
"KEW7107    NY      PAS            8864705510       11/23/2020   08:07A           NO PARKING-STREET CLEANING                             65.00         0.00             0.00              0.00               65.00            0.00         032        NY       TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVZM2RPVkZWNFRVRTlQUT09&locationName=_____________________)"
"031725R    NJ      PAS            8633876759       04/13/2018   09:34A           NO PARKING-STREET CLEANING                             45.00         10.00            0.00              0.00               0.00             55.00        073        K        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5PYW1NeFQxRTlQUT09&locationName=_____________________)"
"KDR2894    NY      PAS            8844654234       09/18/2020   09:44A           DOUBLE PARKING                                         115.00        0.00             0.00              0.00               115.00           0.00         115        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVXVEZPUkVsNlRrRTlQUT09&locationName=_____________________)"
"WNE2310    VA      PAS            8633876851       04/13/2018   10:04A           NO PARKING-STREET CLEANING                             45.00         10.00            0.00              0.00               0.00             55.00        073        K        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5PYW1jeFRWRTlQUT09&locationName=_____________________)"
"VDB5851    VA      PAS            8633877272       04/17/2018   08:42A           NO PARKING-STREET CLEANING                             45.00         10.00            0.00              0.00               0.00             55.00        081        K        TRAFFIC          HEARING HELD-GUILTY             View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5PZWtrelRXYzlQUT09&locationName=_____________________)"
"JDF2476    NY      PAS            8654627049       08/18/2019   11:35A           NO STANDING-DAY/TIME LIMITS      01/30/2020            115.00        60.00            13.29             0.00               0.00             188.29       100        Q        TRAFFIC          HEARING HELD-GUILTY             View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxPZWtFd1QxRTlQUT09&locationName=_____________________)"
"JKZ6580    NY      PAS            8654627074       08/18/2019   12:28P           INSP. STICKER-EXPIRED/MISSING    12/05/2019            65.00         60.00            6.32              0.00               126.97           4.35         100        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxPZWtFelRrRTlQUT09&locationName=_____________________)"
"AKIT57     FL      PAS            8654627293       08/20/2019   10:34A           SIDEWALK                         12/05/2019            115.00        60.00            15.99             0.00               0.00             190.99       103        Q        TRAFFIC          HEARING HELD-GUILTY             View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxPZWtrMVRYYzlQUT09&locationName=_____________________)"
"207629B    ME      PAS            8654627542       08/20/2019   12:36P           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxPZWxVd1RXYzlQUT09&locationName=_____________________)"
"45I6707    NH      PAS            8654627633       08/22/2019   10:02A           NO PARKING-DAY/TIME LIMITS                             60.00         10.00            0.00              0.00               0.00             70.00        103        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxPZWxsNlRYYzlQUT09&locationName=_____________________)"
"HXR8945    NY      PAS            8654628029       08/25/2019   12:31P           INSP. STICKER-EXPIRED/MISSING    12/12/2019            65.00         60.00            11.28             0.00               0.00             136.28       101        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkVGNVQxRTlQUT09&locationName=_____________________)"
"HPZ3170    NY      PAS            8654628030       08/25/2019   12:32P           INSP. STICKER-EXPIRED/MISSING    12/12/2019            65.00         60.00            11.50             0.00               0.00             136.50       101        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkVGNlRVRTlQUT09&locationName=_____________________)"
"HPZ3170    NY      PAS            8654628042       08/25/2019   12:33P           REG. STICKER-EXPIRED/MISSING     12/12/2019            65.00         60.00            11.50             0.00               0.00             136.50       101        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkVFd1RXYzlQUT09&locationName=_____________________)"
"HLM7429    NY      PAS            8654628054       08/25/2019   12:34P           INSP. STICKER-EXPIRED/MISSING    01/16/2020            65.00         60.00            10.40             0.00               0.00             135.40       101        Q        TRAFFIC          HEARING ADJOURNMENT             View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkVFeFRrRTlQUT09&locationName=_____________________)"
"385387R    NJ      PAS            8654628066       08/25/2019   12:40P           FIRE HYDRANT                                           115.00        10.00            0.00              0.00               0.00             125.00       101        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkVFeVRtYzlQUT09&locationName=_____________________)"
"JHL5319    NY      PAS            8654628091       08/25/2019   01:01P           FIRE HYDRANT                     12/12/2019            115.00        60.00            15.39             0.00               0.00             190.39       101        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkVFMVRWRTlQUT09&locationName=_____________________)"
"HUY3292    NY      PAS            8654628236       08/25/2019   05:04P           REG. STICKER-EXPIRED/MISSING                           65.00         10.00            0.00              0.00               0.00             75.00        107        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkVsNlRtYzlQUT09&locationName=_____________________)"
"HUY3292    NY      PAS            8654628248       08/25/2019   05:05P           FRONT OR BACK PLATE MISSING                            65.00         10.00            0.00              0.00               0.00             75.00        107        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkVrd1QwRTlQUT09&locationName=_____________________)"
"H99LBS     NJ      PAS            8654628376       08/26/2019   11:23A           NO PARKING-STREET CLEANING       12/12/2019            45.00         60.00            9.23              0.00               0.00             114.23       104        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkUwelRtYzlQUT09&locationName=_____________________)"
"215397B    ME      PAS            8654628443       08/26/2019   11:52A           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQUkZFd1RYYzlQUT09&locationName=_____________________)"
"60245ME    NY      COM            8654629010       09/05/2019   11:16A           FIRE HYDRANT                                           115.00        10.00            0.00              0.00               0.00             125.00       104        Q        TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQVkVGNFRVRTlQUT09&locationName=_____________________)"
"20712MK    NY      COM            8654629071       09/05/2019   11:37A           NO PARKING-STREET CLEANING                             45.00         0.00             0.00              0.00               0.00             45.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQVkVFelRWRTlQUT09&locationName=_____________________)"
"81217MN    NY      COM            8827520995       09/23/2020   12:59P           NO STANDING-BUS STOP                                   115.00        0.00             0.00              0.00               115.00           0.00         048        BX       TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNTZWWGxOUkdzMVRsRTlQUT09&locationName=_____________________)"
"GWJ1518    NY      PAS            8844654520       09/21/2020   10:24A           FIRE HYDRANT                                           115.00        0.00             0.00              0.00               115.00           0.00         114        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVXVEZPUkZWNVRVRTlQUT09&locationName=_____________________)"
